hash,benchmark,verified-result,claimed-result,dps,gimsatul,mallob-ki,mergesat-aws,nps,pakis22,pakismab22,parkissat-rs,pkissat,pmcomsps
cdcdc78497a72d622493b1bac4f0f28b,reconf20_26_3-FullIns_4_1.cnf,unsat,unsat,23.242,103.365,149.385,51.076,14.104,150.505,154.492,17.176,852.402,46.806
d0ee45ac97c6b5cc63a528f46a5797aa,linked_list_swap_contents_safety_unwind44.cnf,unsat,unsat,56.187,212.721,77.659,271.225,92.832,80.203,113.031,42.459,10000.0,1085.905
d1dbf88a58406c931fd696267ed8159e,s2n:s2n_stuffer_private_key_from_pem.cnf,unsat,unsat,1446.367,1933.739,166.427,111.191,1058.457,85.991,93.156,47.818,948.851,427.616
d21199e73859ca35386912c5c475d6c7,tseitin_n192_d3.cnf,unknown,unsat,10000.0,10000.0,4.008,10000.0,10000.0,10000.0,10000.0,10000.0,5.195,1.944
d3c22bb79a638adc35682226f35e3bc4,pj2003_k9.cnf,unsat,unsat,532.08,347.399,296.685,232.46,370.521,896.306,925.26,409.1,10000.0,1191.715
d518d21a9d851741940749cb59f558af,rphp_p6_r28.cnf,unsat,unsat,10000.0,10000.0,384.15,10000.0,10000.0,10000.0,10000.0,3476.363,10000.0,10000.0
d6c845a5f92ebc059b3f0ab2f6d395ed,cfi-rigid-z2-0088-02-or_2_shuffle_all.cnf,unsat,unsat,76.171,76.026,84.112,721.661,68.778,351.343,185.39,55.671,3550.77,1937.929
d702aa8568706efda8308ef8d24f907b,div-mitern167.cnf,unsat,unsat,162.042,577.304,192.922,531.402,176.058,380.088,477.121,218.097,1524.472,156.814
d7039acbd2f060fe1e32a273b07c2c77,sudoku-N30-29.cnf,unsat,unsat,1537.429,10000.0,554.797,2147.699,1328.699,1245.449,1590.644,705.999,10000.0,2241.511
d78819115db81dee343d7777fbc5844f,cfi-rigid-s2-0064-02-or_2.cnf,unsat,unsat,107.943,293.795,52.049,476.411,93.228,342.608,426.985,26.355,10000.0,2205.163
d8602e623f87dd33f4a1a69ee42d15be,reconf20_50_grid10_3_6844.cnf,unsat,unsat,122.669,477.259,147.498,129.464,96.962,660.171,977.336,45.872,10000.0,10000.0
d8bb23406e76bf5a4b7a6edba8784a74,Lab-Project-FreeRTOS-Cellular-Library:Cellular_ATRemoveTrailingWhiteSpaces.cnf,unsat,unsat,117.347,175.672,226.822,10000.0,115.518,465.66,359.278,89.198,2271.828,444.182
d90c519010bfda89d1626c0321a55a64,j3045_10_gmto_bm1.cnf,unknown,unsat,10000.0,10000.0,3116.886,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
dd0196aee30d0a83b6fe8bc7eba01806,aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_iv.cnf,unsat,unsat,2626.293,10000.0,620.797,812.89,3180.864,746.156,1225.645,163.65,10000.0,10000.0
ddcb0cd9b7bca43c3a5189326ae88aab,linked_list_swap_contents_safety_unwind71.cnf,unsat,unsat,165.744,722.145,744.353,1976.09,153.176,129.518,239.848,39.762,10000.0,10000.0
e011c703e4a2ff46069ec2af2997b580,sin_depth_miter_6.cnf,unsat,unsat,2151.309,10000.0,10000.0,632.074,4047.739,10000.0,10000.0,1189.254,10000.0,10000.0
e02e21075d3bb8b0e64ea9b8122c75ff,PancakeVsInsertSort_6_7.cnf,unsat,unsat,16.147,12.342,15.074,179.175,8.223,58.048,76.079,22.059,62.691,41.753
e4128445a07bb86afca1f3590d9adfa9,worker_80_80_80_0.8.cnf,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
e436f6303d3f499969eafe05b0914a4b,bmc_QICE_snp_vld_50.cnf,unsat,unsat,10000.0,10000.0,10000.0,668.781,1790.17,1677.742,2474.699,437.267,10000.0,3729.496
e47567e16e4aeb4d8f3806dfbfdfd646,sudoku-N30-8.cnf,unsat,unsat,10000.0,10000.0,586.184,2412.834,10000.0,3281.541,10000.0,781.107,10000.0,10000.0
e55a49d8065d65650f24c0f3ecef30b6,af-synthesis_stb_50_120_4_unsat.cnf,unsat,unsat,229.055,1026.197,82.928,1996.428,161.144,1143.811,2653.422,133.551,1558.024,681.448
e5f5dbace0183455d167a88100312c34,Nb52T6.cnf,unsat,unsat,1390.645,763.933,635.41,3820.019,1075.354,3253.333,2890.537,1238.03,10000.0,1368.506
e7c0d40392681b1a55d5d3c826a26766,reconf20_116_le450_25c_1.cnf,unsat,unsat,400.42,584.964,146.981,124.497,269.608,342.65,694.153,66.407,10000.0,910.989
eb659cd21250abdc8c9cec49073c32c6,linked_list_swap_contents_safety_unwind59.cnf,unsat,unsat,175.48,343.394,176.849,719.832,129.741,126.265,214.159,35.49,10000.0,1327.596
eede03732955f620b5291f9dcf9f95df,tseitin_n200_d3.cnf,unknown,unsat,10000.0,10000.0,0.865,10000.0,10000.0,10000.0,10000.0,10000.0,2.503,1.759
efc1b836380d0f84e7512f7b2ccdbb60,PancakeVsInsertSort_8_5.cnf,unsat,unsat,1923.614,10000.0,281.784,10000.0,1506.261,10000.0,10000.0,530.121,10000.0,2265.257
f1b3d254596523910f3af07fc1942e64,Break_unsat_12_19.xml.cnf,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
f64806fd4fe79f1efaefa7ce68d93ee1,sin_depth_miter_4.cnf,unsat,unsat,315.153,1202.818,548.96,10000.0,297.748,1400.247,1707.313,203.385,10000.0,712.158
f8a966a2ba189ad5fa45f870f3c5e200,sudoku-N30-7.cnf,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
f8ad493b11bf0692c1f3919642cebdb1,PancakeVsInsertSort_9_3.cnf,unsat,unsat,126.518,165.292,62.813,1889.727,83.421,671.133,999.224,108.068,1544.08,228.949
fa88b447f6b41b04686085480678affe,UNSAT_H_instances_childsnack_p12.hddl_1.cnf,unsat,unsat,51.371,51.018,10000.0,43.478,68.152,132.127,91.357,19.149,10000.0,10000.0
fbf3b9f8a03a1efedae3da04622fe96e,sqrt-mitern168.cnf,unsat,unsat,215.869,625.848,141.778,261.721,258.793,3048.446,3063.431,255.098,696.202,136.725
fe800e62b55609cb152965c223e72280,div-mitern171.cnf,unsat,unsat,105.8,210.394,25.574,287.131,87.869,218.239,355.511,29.069,211.676,135.988
ff3be72b9f5f44036875aa48f5434456,worker_20_60_20_0.9.cnf,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
