hash,benchmark,verified-result,claimed-result,dps,gimsatul,mallob-ki,mergesat-aws,pakismab22,pmcomsps
037d21e060a2e3eab8b080aa84ceee75,mm-1x10-10-10-sb.1.shuffled-as.sat03-1489.cnf,sat,sat,29.888,142.493,1.466,1.796,15.323,13.86
0398e6b20de133ba8b49c74b67dad7b7,6s133-sc2014.cnf,unsat,unsat,1535.895,2126.008,2.141,81.438,1586.837,823.015
039b45f4a3979c9176b115bb8e88342f,genurq8Sat.shuffled-as.sat03-1514.cnf,sat,sat,4.717,0.629,0.671,0.18,1.566,4.66
03a1a18521814692f56a8ecbea0031d4,ablmulub2x32o-sc2016.cnf,unsat,unsat,1625.833,873.986,48.917,1128.388,654.64,3187.869
03a1ada3e778fcec8a7ee0c9e685d4be,connm-ue-csp-sat-n1200-d-0.02-s1528687777.used-as.sat04-953.cnf,sat,sat,10000.0,10000.0,2709.408,10000.0,982.601,290.648
03a43a7ea55217f53542ed3f029963af,satch2ways16w.cnf,unsat,unsat,3730.295,10000.0,4588.08,10000.0,10000.0,3809.517
03b75ba4f3a1bdcc58c89e6846eecaab,x2_128.shuffled-as.sat03-1598.cnf,unknown,unsat,10000.0,10000.0,0.772,10000.0,10000.0,4.625
03ba29d5cb38d345357a74a7b5ccd759,20-100-lambda100-49_sat.cnf,sat,sat,460.239,86.383,53.909,154.106,349.631,698.651
03bb7baaa45980753a0e7050ae44755d,atco_enc3_opt1_03_53.cnf,sat,sat,1160.211,1058.845,151.513,637.102,891.0,4265.812
03c44a93577c98119dc498053888937a,ctl_4291_567_1_unsat_pre.cnf,unsat,unsat,1288.781,4261.444,86.844,1127.107,10000.0,10000.0
03c5fef8cb8957ecf687548c8d504d10,SGI_30_80_21_90_2-log.shuffled-as.sat03-198.cnf,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
03c8a9ffce923a8cb3452f18d371eacf,rook-55-0-1.cnf,unsat,unsat,10000.0,10000.0,10000.0,655.524,10000.0,10000.0
03cb9868146a1c420ba8e3b1b08865b8,3col300_5_2.shuffled.cnf,sat,sat,52.406,28.392,1.072,29.497,6.431,40.798
03d1d6df36fdec5be7b60e6f0cd382f7,3col280_5_8.shuffled.cnf,sat,sat,18.58,1.703,0.773,6.247,2.365,1.462
03d8064f3be30daecf2ffe4c54361e61,edges-025-4-7932777-1-00.cnf,unsat,unsat,10000.0,10000.0,0.669,10000.0,10000.0,3108.545
03d93f5c0378205e17260e16e463ac67,TimetableCNFEncoding_5_UNKNOWN-sc2018.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
03de316ba1e90305471a3b8620cb9cd7,satsgi-n23himBHm26-p0-q248.cnf,sat,sat,0.426,0.056,0.668,0.073,1.591,1.587
03f25e67e52baf9fb1e782026d46c8a8,rope_0003.shuffled.cnf,unsat,unsat,0.355,0.249,0.796,0.051,1.064,5.113
03fb9af7b390fe9e0739150ca3410cf0,4g_5color_166_100_02.cnf,sat,sat,10000.0,1469.024,118.067,973.408,392.842,807.431
04071576275e4113b60c21601b364345,marg2x5.shuffled-as.sat03-1443.cnf,unsat,unsat,1.852,1.321,0.671,0.131,1.592,1.567
04121f3fbe313b7046c9f54ac1e26c75,mod3block_2vars_9gates_u2_autoenc.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
0412f6f3174dfc4c27ad0b61280cd739,SGI_30_40_30_20_2-dir.shuffled-as.sat05-442.cnf,unsat,unsat,331.011,3275.217,18.48,1366.658,10000.0,10000.0
04157f716c1e9606c6a530657bf8f957,Kakuro-easy-125-ext.xml.hg_4.cnf,unsat,unsat,10000.0,10000.0,1694.713,1064.013,10000.0,10000.0
0415acae197134f9d1cd7bea5ac3f2fd,jgiraldezlevy.2200.9086.08.40.136.cnf,sat,sat,11.235,848.08,108.549,175.287,123.778,10000.0
041699620802b7ed905f93976ae60bef,longmult9.cnf,unsat,unsat,62.143,14.805,2.066,4.637,16.414,15.613
041ef0a56340a623c38e6b9012933624,shuffling-2-s554396412-of-bench-sat04-318.used-as.sat04-598.cnf,unsat,unsat,2066.682,4392.688,49.904,2369.54,10000.0,914.898
0421d8c1dec913b76dc72d781a864a80,dead-dnd006.shuffled-as.sat05-3112.cnf,unsat,unsat,806.945,581.19,19.48,1276.281,10000.0,136.159
04283728b84c4b0ff6cb44ca4bc4ab65,new-difficult-28-302-26-75.cnf,sat,sat,10000.0,98.805,9.977,1.193,10000.0,10000.0
042846b7b23a617ad1730e9eb2dbdceb,ctl_4291_567_9_unsat_pre.cnf,unsat,unsat,976.527,743.534,132.871,858.038,849.292,563.931
04327b18171b43ff06586707499b97fc,hypercube4.shuffled-as.sat03-1434.cnf,unsat,unsat,1.778,1.301,0.773,0.134,1.601,1.544
043f806db615f7a138d4beffe3367c1a,frb45-21-1.used-as.sat04-883.cnf,sat,sat,53.03,1106.666,2.166,699.253,356.668,2085.845
04411a580ede5fd258d84ce872b5f53b,EDP3-50000.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
0445a4d6be24882bac0988a055e7f379,unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07-sc2007.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
0447371bb8a97e8fe5d3cee6de1db766,UTI-20-10p0-sc2009.cnf,unsat,unsat,497.593,1840.645,120.466,300.959,4102.462,10000.0
044d27388c142e8e47812d9518e01b2f,shuffling-2-s2123257475-of-bench-sat04-327.used-as.sat04-589.cnf,unsat,unsat,121.148,110.524,6.671,10.264,148.3,6.703
044eced3d5aac22e0f34ad02071132f7,Q32inK10.cnf,unsat,unsat,78.476,113.78,5.778,40.23,400.743,91.165
04557a22f623dcbae86173fced057c99,baseballcover14with25.cnf,unsat,unsat,655.008,459.204,73.29,201.115,236.424,2174.295
045613366353b062992e68937ca53edf,mrpp_6x6#14_12.cnf,sat,sat,35.055,9.109,1.969,1.304,5.334,12.653
0458851a021830f297e5dc3418ece838,g2-T96.1.1.cnf,unsat,unsat,204.422,10000.0,10000.0,816.307,679.859,10000.0
0462a0427297f8979588174b502bd044,mod2c-rand3bip-sat-230-1.shuffled-as.sat05-2503.cnf,sat,sat,73.273,75.412,21.283,101.041,16.54,208.193
0463b72200ae80c02835c027d3606c4e,battleship-13-25-sat.cnf,sat,sat,32.31,5.837,0.757,1.673,1.74,10000.0
04674c7c9520c7edc0426b820f837726,hwb-n30-01-S682466202.shuffled-as.sat03-1632.cnf,unknown,unsat,10000.0,10000.0,330.813,10000.0,10000.0,10000.0
047c92e7c0a36a23d8107f4313517719,rubikcube701-sc2017.cnf,unsat,unsat,2190.382,10000.0,59.052,914.965,10000.0,1299.181
048a70da40ea4908c783b8314be2da97,aes_32_2_keyfind_1.cnf,sat,sat,423.182,3036.139,305.106,4178.685,3032.389,3297.158
0491901f00c8663e5b49a0dbbf96412f,rbsat-v945c61409g4.cnf,sat,sat,494.517,707.116,7.775,253.027,263.648,142.691
04935c7718d4ada8516e0d99c46df41b,g2-newton.8.3.i.smt2-cvc4.cnf,sat,sat,65.147,799.768,3.779,20.385,184.762,158.657
04b2a7f442ed1b15439d0678ce902d6f,f2clk_40.shuffled.cnf,unsat,unsat,97.69,84.704,10.89,63.582,64.38,10000.0
04d28cb98f3362dfcd4ab74d4bb82de3,ex065_24.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
04d2cca932a87b98ebfc7bbd0fe6ed5d,safe009_pso.oepc_true-unreach-call.i-cbmc-u2.cnf,unsat,unsat,19.256,58.018,1.771,2.775,5.383,31.223
04dd37bd8e319df958e1e091ec60de5b,gensys-icl003.shuffled-as.sat05-2715.cnf,unsat,unsat,45.317,62.298,84.442,14.023,176.222,14.984
04e219c640ed59dc68ea2d50493de5b5,mp1-Nb5T15.cnf,sat,sat,14.505,116.562,3791.755,50.373,25.581,2470.395
04e50bc7a121716e396dc538ab24490e,5col120_15_5.shuffled.cnf,unsat,unsat,502.79,239.191,17.794,470.97,279.067,500.805
04f8b455b41f208ea19769f051ddcb1b,equilarge_l2.shuffled-as.sat05-519.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
04f9f1f61d99108b7ad0fa77d275dc4c,3col260_5_9.shuffled.cnf,sat,sat,22.521,4.379,1.764,0.908,1.178,10000.0
04fa0a71339fa76067a75ff448ef6f67,sat-strips-gripper-12t23.sat05-1144.reshuffled-07.cnf,sat,sat,15.03,57.107,1.274,1.484,7.902,10000.0
050214ecbd9e96136fe1bc73447f1303,easier-php-035-029.sat05-1179.reshuffled-07.cnf,unknown,unsat,10000.0,10000.0,1.0,10000.0,10000.0,10000.0
0506d033a4ca469af10d95dbf36a86e9,em_7_4_9_cmp.cnf,sat,sat,39.427,30.501,3.77,78.498,26.384,18.386
0521cd68355dd16e8f7940f43003d904,crafted_n10_d6_c4_num10.cnf,unsat,unsat,215.542,239.258,56.582,1863.586,89.848,10000.0
0533a1506eb61460bee3917f61ca4c49,SGI_30_80_29_60_7-dir.shuffled-as.sat03-217.cnf,unknown,unsat,10000.0,10000.0,2843.102,10000.0,10000.0,10000.0
0534387f90398a24495d4b7b05f9b342,dated-5-13-u.cnf,unsat,unsat,1113.296,4669.476,98.95,2205.559,10000.0,10000.0
055836a43eb318de92f09c555ba4f3b5,3col160_5_6.shuffled.cnf,sat,sat,7.005,0.452,1.662,0.559,1.324,2.744
055db8f900741c7b8d7b731e99662588,rnd-v25-e13-k3.cnf,sat,sat,17.948,24.674,1.468,1.9,3.362,13.102
055f942145df4b6c9fd0d10a3f1da98e,atco_enc1_opt1_15_240.cnf,sat,sat,111.347,62.18,19.397,47.231,320.908,177.451
05680de3febd39916e496dd772cb8c19,minor032.cnf,unsat,unsat,9.272,5.159,0.867,0.645,2.56,1.491
057f143aae50b8abc3e083b7609353be,g2-T133.2.1.cnf,unknown,unsat,10000.0,10000.0,10000.0,3885.117,10000.0,10000.0
05817b4e1add561af0e1165e01fb48cc,q_query_3_l45_lambda.cnf,unsat,unsat,403.311,290.843,33.295,365.817,310.317,322.58
0587f345cca3ef8340e8e71829dce130,VanDerWaerden_2-3-12_135.cnf,unsat,unsat,31.378,183.197,5.872,89.265,344.473,10000.0
0593e6814f02ec9749e87bdc6aff8275,mrpp_6x6#14_10.cnf,sat,sat,20.885,20.352,1.568,2.894,21.435,10000.0
05b04d362b374569a4eb63c4e4e132b7,mp1-9_3.cnf,sat,sat,19.667,5.489,2.074,32.416,67.664,13.247
05c52a5f9133f5afca84767f2eff98fa,g2-T103.2.1.cnf,unsat,unsat,1294.839,3635.441,1659.921,393.514,10000.0,10000.0
05c5ff612371a5773e857212174f625b,ezfact64_9.shuffled-as.sat03-1525.cnf,sat,sat,525.081,139.758,24.09,710.925,47.681,50.534
05df4430054ceba4fa065806e8c65041,SGI_30_80_23_90_10-log.shuffled-as.sat03-202.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
05e5b5a37a0d7cb5e96c82b84bbdca66,Mycielski-11-hints-3.cnf,unsat,unsat,742.647,991.369,240.729,1771.356,10000.0,215.215
05eb87eb6fecb7a8a3bdc25154412c1d,VanDerWaerden_pd_2-3-24_592.cnf,sat,sat,10000.0,1107.525,2.976,1376.896,10000.0,10000.0
05ed840c0a907e88e475c931f40fab83,bqwh.50.750.shuffled-as.sat05-434.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
05eee75ab69270c322b9ef6bc1ee8604,slp-synthesis-aes-bottom22.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
05f3a48298721d68cded8618b432e7c3,s85-100.cnf,unsat,unsat,10000.0,10000.0,0.666,3498.943,10000.0,525.018
05f5567936f582edc0d3ea9903f540bc,sgen1-sat-230-100.cnf,sat,sat,4814.788,164.376,24.206,10000.0,10000.0,10000.0
05fb1e489956554f9115344bce4e71c7,partial-10-11-u-sc2007.cnf,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
05fbbab9f0baf819ed9593cca8587629,satsgi-n24himBHm28-p0-q282.cnf,sat,sat,0.347,0.485,74.476,0.08,2.092,4.704
060b7ed7ef9e59576b9ee62c998a5103,bvslt_13916.cnf,unsat,unsat,1712.19,10000.0,108.463,2965.839,2605.849,10000.0
0614e1ae5100ee0aca4ea24424479fa3,hwb-n32-01-S1491788039.shuffled-as.sat03-1637.cnf,unknown,unsat,10000.0,10000.0,475.831,10000.0,10000.0,10000.0
06166a0dd78f45c213add974a6711dfe,barman-pfile10-038.sas.cr.25.cnf,unsat,unsat,27.154,104.176,18.833,65.65,124.336,110.607
0616ca6b1e0ae639d12e19ed310963a9,satcoin-genesis-SAT-4.cnf,sat,sat,39.122,104.328,2.679,13.337,53.357,34.087
06172049e6804cbfb07f993023f2684f,VanDerWaerden_pd_2-3-29_809.cnf,sat,sat,2854.737,1556.844,4543.192,10000.0,10000.0,10000.0
062f58e44eb73f9274b57af5092cad90,rook-51-0-0.cnf,unsat,unsat,4647.216,10000.0,10000.0,334.844,10000.0,10000.0
06326dd7bab63b892d2c147d5928468c,smtlib-qfbv-aigs-bin_libsmbsharemodes_vc6201-tseitin.cnf,sat,sat,27.033,206.964,4.194,3.419,9.112,64.771
06385be5ecfc7df22b2c956093cef85f,depots3_v01a.renamed-as.sat05-3950.cnf,sat,sat,0.627,14.975,0.767,0.231,3.215,6.563
064ba3c61c5f105104edec8305853711,puzzle35_sat.cnf,sat,sat,119.943,10000.0,226.757,577.774,10000.0,10000.0
066813ab5f3b7b1cc6d2847c37f5fae7,ezfact32_10.shuffled.cnf,sat,sat,0.809,1.104,0.673,0.081,1.429,3.553
